年月日,基準価額(円),純資産総額（百万円）,分配金,決算期
2020年10月08日,10175,10085,,
2020年10月09日,10174,10096,,
2020年10月12日,10174,10103,,
2020年10月13日,10172,10117,,
2020年10月14日,10173,10121,,
2020年10月15日,10180,10106,,
2020年10月16日,10185,10165,,
2020年10月19日,10182,10164,,
2020年10月20日,10190,10178,,
2020年10月21日,10179,10172,,
2020年10月22日,10180,10168,,
2020年10月23日,10172,10148,,
2020年10月26日,10176,10144,,
2020年10月27日,10180,10161,,
2020年10月28日,10182,10175,,
2020年10月29日,10181,10185,,
2020年10月30日,10170,10175,,
2020年11月02日,10171,10163,,
2020年11月04日,10174,10355,,
2020年11月05日,10194,10340,,
2020年11月06日,10191,10333,,
2020年11月09日,10191,10318,,
2020年11月10日,10175,10270,,
2020年11月11日,10171,10268,,
2020年11月12日,10177,10280,,
2020年11月13日,10180,10292,,
2020年11月16日,10181,10338,,
2020年11月17日,10182,10336,,
2020年11月18日,10193,10520,,
2020年11月19日,10193,10524,,
2020年11月20日,10199,10542,,
2020年11月24日,10189,10548,,
2020年11月25日,10191,10568,,
2020年11月26日,10186,10581,,
2020年11月27日,10181,10584,,
2020年11月30日,10182,10583,,
2020年12月01日,10188,10610,,
2020年12月02日,10187,10817,,
2020年12月03日,10188,10794,,
2020年12月04日,10184,10777,,
2020年12月07日,10187,10758,,
2020年12月08日,10197,10779,,
2020年12月09日,10199,10790,,
2020年12月10日,10202,10790,,
2020年12月11日,10201,10858,,
2020年12月14日,10195,10865,,
2020年12月15日,10201,10897,,
2020年12月16日,10196,10976,,
2020年12月17日,10198,11027,,
2020年12月18日,10198,11032,,
2020年12月21日,10194,11071,,
2020年12月22日,10200,11226,,
2020年12月23日,10204,11372,,
2020年12月24日,10197,11537,,
2020年12月25日,10188,11896,,
2020年12月28日,10187,12206,,
2020年12月29日,10184,12444,,
2020年12月30日,10183,12570,,
2021年01月04日,10181,12623,,
2021年01月05日,10192,12114,,
2021年01月06日,10185,11889,,
2021年01月07日,10176,11762,,
2021年01月08日,10174,11704,,
2021年01月12日,10176,11646,,
2021年01月13日,10184,11635,,
2021年01月14日,10179,11623,,
2021年01月15日,10179,11640,,
2021年01月18日,10163,11617,,
2021年01月19日,10164,11647,,
2021年01月20日,10165,11717,,
2021年01月21日,10176,11729,,
2021年01月22日,10165,11725,,
2021年01月25日,10166,11682,,
2021年01月26日,10174,11728,,
2021年01月27日,10168,11735,,
2021年01月28日,10170,11751,,
2021年01月29日,10157,11733,,
2021年02月01日,10148,11742,,
2021年02月02日,10149,11914,,
2021年02月03日,10153,11888,,
2021年02月04日,10156,11866,,
2021年02月05日,10157,11843,,
2021年02月08日,10147,11836,,
2021年02月09日,10144,11812,,
2021年02月10日,10143,11815,,
2021年02月12日,10151,11827,,
2021年02月15日,10139,11808,,
2021年02月16日,10140,11873,,
2021年02月17日,10123,11869,,
2021年02月18日,10129,11903,,
2021年02月19日,10121,11887,,
2021年02月22日,10106,11877,,
2021年02月24日,10101,11906,,
2021年02月25日,10082,11882,,
2021年02月26日,10072,11883,,
2021年03月01日,10090,11910,,
2021年03月02日,10110,12174,,
2021年03月03日,10124,12151,,
2021年03月04日,10104,12119,,
2021年03月05日,10142,12191,,
2021年03月08日,10124,12145,,
2021年03月09日,10109,12113,,
2021年03月10日,10114,12117,,
2021年03月11日,10136,12170,,
2021年03月12日,10128,12157,,
2021年03月15日,10129,12088,,
2021年03月16日,10138,12095,,
2021年03月17日,10141,12104,,
2021年03月18日,10137,12151,,
2021年03月19日,10125,12147,,
2021年03月22日,10158,12168,,
2021年03月23日,10163,12156,,
2021年03月24日,10171,12185,,
2021年03月25日,10158,12183,,
2021年03月26日,10155,12176,,
2021年03月29日,10166,12200,,
2021年03月30日,10154,12165,,
2021年03月31日,10141,12151,,
2021年04月01日,10123,12142,,
2021年04月02日,10126,12392,,
2021年04月05日,10128,12391,,
2021年04月06日,10139,12408,,
2021年04月07日,10153,12432,,
2021年04月08日,10149,12438,,
2021年04月09日,10143,12453,,
2021年04月12日,10140,12414,,
2021年04月13日,10146,12454,,
2021年04月14日,10161,12480,,
2021年04月15日,10160,12544,,
2021年04月16日,10161,12561,,
2021年04月19日,10163,12564,,
2021年04月20日,10167,12559,,
2021年04月21日,10179,12576,,
2021年04月22日,10180,12587,,
2021年04月23日,10178,12578,,
2021年04月26日,10173,12583,0.00,4
2021年04月27日,10169,12589,,
2021年04月28日,10158,12576,,
2021年04月30日,10159,12591,,
2021年05月06日,10163,12598,,
2021年05月07日,10164,12830,,
2021年05月10日,10166,12810,,
2021年05月11日,10173,12828,,
2021年05月12日,10172,12804,,
2021年05月13日,10154,12787,,
2021年05月14日,10165,12757,,
2021年05月17日,10169,12781,,
2021年05月18日,10168,12778,,
2021年05月19日,10168,12780,,
2021年05月20日,10162,12810,,
2021年05月21日,10159,12794,,
2021年05月24日,10162,12791,,
2021年05月25日,10165,12820,,
2021年05月26日,10165,12829,,
2021年05月27日,10167,12847,,
2021年05月28日,10159,12832,,
2021年05月31日,10162,12831,,
2021年06月01日,10160,12888,,
2021年06月02日,10156,13152,,
2021年06月03日,10155,13102,,
2021年06月04日,10152,13084,,
2021年06月07日,10155,13059,,
2021年06月08日,10162,13059,,
2021年06月09日,10171,13048,,
2021年06月10日,10183,13026,,
2021年06月11日,10192,13028,,
2021年06月14日,10189,13029,,
2021年06月15日,10179,13055,,
2021年06月16日,10173,13066,,
2021年06月17日,10164,13339,,
2021年06月18日,10173,13655,,
2021年06月21日,10180,13808,,
2021年06月22日,10173,13449,,
2021年06月23日,10175,13361,,
2021年06月24日,10178,13344,,
2021年06月25日,10177,13331,,
2021年06月28日,10171,13338,,
2021年06月29日,10170,13356,,
2021年06月30日,10168,13347,,
2021年07月01日,10181,13420,,
2021年07月02日,10187,13676,,
2021年07月05日,10192,13552,,
2021年07月06日,10187,13448,,
2021年07月07日,10193,13391,,
2021年07月08日,10202,13401,,
2021年07月09日,10193,13425,,
2021年07月12日,10196,13425,,
2021年07月13日,10200,13454,,
2021年07月14日,10207,13480,,
2021年07月15日,10219,13502,,
2021年07月16日,10211,13619,,
2021年07月19日,10213,13596,,
2021年07月20日,10220,13720,,
2021年07月21日,10211,13746,,
2021年07月26日,10215,13758,,
2021年07月27日,10209,13779,,
2021年07月28日,10213,13803,,
2021年07月29日,10215,13819,,
2021年07月30日,10217,13832,,
2021年08月02日,10217,13835,,
2021年08月03日,10224,14225,,
2021年08月04日,10230,14184,,
2021年08月05日,10224,14084,,
2021年08月06日,10218,14063,,
2021年08月10日,10209,14044,,
2021年08月11日,10200,14077,,
2021年08月12日,10208,14098,,
2021年08月13日,10207,14104,,
2021年08月16日,10215,14175,,
2021年08月17日,10219,14196,,
2021年08月18日,10214,14191,,
2021年08月19日,10213,14182,,
2021年08月20日,10216,14197,,
2021年08月23日,10211,14208,,
2021年08月24日,10209,14234,,
2021年08月25日,10207,14253,,
2021年08月26日,10211,14286,,
2021年08月27日,10206,14301,,
2021年08月30日,10209,14332,,
2021年08月31日,10208,14330,,
2021年09月01日,10204,14338,,
2021年09月02日,10206,14750,,
2021年09月03日,10200,14626,,
2021年09月06日,10192,14549,,
2021年09月07日,10194,14527,,
2021年09月08日,10188,14477,,
2021年09月09日,10191,14494,,
2021年09月10日,10192,14489,,
2021年09月13日,10193,14502,,
2021年09月14日,10194,14504,,
2021年09月15日,10200,14623,,
2021年09月16日,10193,14625,,
2021年09月17日,10188,14628,,
2021年09月21日,10194,14639,,
2021年09月22日,10195,14618,,
2021年09月24日,10179,14603,,
2021年09月27日,10176,14614,,
2021年09月28日,10161,14617,,
2021年09月29日,10170,14650,,
2021年09月30日,10172,14672,,
2021年10月01日,10185,14739,,
2021年10月04日,10186,15195,,
2021年10月05日,10178,14996,,
2021年10月06日,10166,14954,,
2021年10月07日,10171,14970,,
2021年10月08日,10162,14911,,
2021年10月11日,10155,14952,,
2021年10月12日,10156,14989,,
2021年10月13日,10161,15033,,
2021年10月14日,10167,15046,,
2021年10月15日,10167,15057,,
2021年10月18日,10157,15086,,
2021年10月19日,10159,15070,,
2021年10月20日,10151,15075,,
2021年10月21日,10157,15111,,
2021年10月22日,10149,15100,,
2021年10月25日,10147,15100,,
2021年10月26日,10145,15120,,
2021年10月27日,10147,15141,,
2021年10月28日,10159,15167,,
2021年10月29日,10159,15171,,
2021年11月01日,10164,15181,,
2021年11月02日,10167,15610,,
2021年11月04日,10171,15478,,
2021年11月05日,10182,15391,,
2021年11月08日,10182,15381,,
2021年11月09日,10176,15330,,
2021年11月10日,10180,15320,,
2021年11月11日,10172,15356,,
2021年11月12日,10169,15373,,
2021年11月15日,10174,15384,,
2021年11月16日,10170,15455,,
2021年11月17日,10166,15451,,
2021年11月18日,10163,15464,,
2021年11月19日,10170,15479,,
2021年11月22日,10169,15485,,
2021年11月24日,10161,15464,,
2021年11月25日,10160,15432,,
2021年11月26日,10168,15453,,
2021年11月29日,10166,15476,,
2021年11月30日,10182,15496,,
2021年12月01日,10178,15479,,
2021年12月02日,10178,15856,,
2021年12月03日,10186,15733,,
2021年12月06日,10192,15688,,
2021年12月07日,10179,15634,,
2021年12月08日,10183,15617,,
2021年12月09日,10184,15650,,
2021年12月10日,10182,15612,,
2021年12月13日,10186,15625,,
2021年12月14日,10188,15613,,
2021年12月15日,10188,15616,,
2021年12月16日,10193,15707,,
2021年12月17日,10190,15711,,
2021年12月20日,10196,15717,,
2021年12月21日,10184,15705,,
2021年12月22日,10176,15712,,
2021年12月23日,10172,15709,,
2021年12月24日,10170,15725,,
2021年12月27日,10174,15757,,
2021年12月28日,10169,15758,,
2021年12月29日,10171,15783,,
2021年12月30日,10158,15799,,
2022年01月04日,10152,15793,,
2022年01月05日,10153,16070,,
2022年01月06日,10136,15952,,
2022年01月07日,10126,15851,,
2022年01月11日,10116,15818,,
2022年01月12日,10135,15915,,
2022年01月13日,10134,15898,,
2022年01月14日,10114,15855,,
2022年01月17日,10121,15889,,
2022年01月18日,10119,15897,,
2022年01月19日,10126,15919,,
2022年01月20日,10120,15902,,
2022年01月21日,10128,15925,,
2022年01月24日,10125,15889,,
2022年01月25日,10124,15889,,
2022年01月26日,10124,15903,,
2022年01月27日,10106,15863,,
2022年01月28日,10097,15871,,
2022年01月31日,10086,15866,,
2022年02月01日,10076,15812,,
2022年02月02日,10078,16262,,
2022年02月03日,10080,16109,,
2022年02月04日,10059,16035,,
2022年02月07日,10048,15997,,
2022年02月08日,10030,15925,,
2022年02月09日,10039,16000,,
2022年02月10日,10017,15944,,
2022年02月14日,10013,15956,,
2022年02月15日,10007,15939,,
2022年02月16日,9993,16010,,
2022年02月17日,9971,15988,,
2022年02月18日,9994,16010,,
2022年02月21日,10015,16054,,
2022年02月22日,10034,16082,,
2022年02月24日,10032,16077,,
2022年02月25日,10008,16063,,
2022年02月28日,10034,15958,,
2022年03月01日,10032,15964,,
2022年03月02日,10069,16466,,
2022年03月03日,10047,16262,,
2022年03月04日,10059,16206,,
2022年03月07日,10072,16209,,
2022年03月08日,10050,16165,,
2022年03月09日,10049,16192,,
2022年03月10日,10031,16111,,
2022年03月11日,10033,16127,,
2022年03月14日,10029,16121,,
2022年03月15日,10009,16018,,
2022年03月16日,10018,16041,,
2022年03月17日,10020,16042,,
2022年03月18日,10017,16120,,
2022年03月22日,10002,16099,,
2022年03月23日,9994,16058,,
2022年03月24日,9989,16067,,
2022年03月25日,9974,16150,,
2022年03月28日,9947,16063,,
2022年03月29日,9928,15985,,
2022年03月30日,9967,16031,,
2022年03月31日,10005,16091,,
2022年04月01日,10001,16103,,
2022年04月04日,9999,16555,,
2022年04月05日,9993,16269,,
2022年04月06日,9960,16187,,
2022年04月07日,9964,16188,,
2022年04月08日,9980,16217,,
2022年04月11日,9965,16269,,
2022年04月12日,9961,16223,,
2022年04月13日,9970,16240,,
2022年04月14日,9983,16260,,
2022年04月15日,9986,16375,,
2022年04月18日,9978,16349,,
2022年04月19日,9973,16342,,
2022年04月20日,9957,16305,,
2022年04月21日,9959,16316,,
2022年04月22日,9945,16317,,
2022年04月25日,9956,16341,0.00,5
2022年04月26日,9961,16489,,
2022年04月27日,9965,16442,,
2022年04月28日,9979,16412,,
2022年05月02日,9966,16373,,
2022年05月06日,9951,16769,,
2022年05月09日,9942,16352,,
2022年05月10日,9945,16186,,
2022年05月11日,9949,16127,,
2022年05月12日,9957,16075,,
2022年05月13日,9965,16065,,
2022年05月16日,9962,16029,,
2022年05月17日,9955,15973,,
2022年05月18日,9954,15955,,
2022年05月19日,9959,15940,,
2022年05月20日,9971,16047,,
2022年05月23日,9974,16057,,
2022年05月24日,9984,16059,,
2022年05月25日,9998,16222,,
2022年05月26日,9967,16103,,
2022年05月27日,9979,16093,,
2022年05月30日,9973,16082,,
2022年05月31日,9963,16053,,
2022年06月01日,9961,16053,,
2022年06月02日,9952,16478,,
2022年06月03日,9966,16466,,
2022年06月06日,9957,16271,,
2022年06月07日,9946,16180,,
2022年06月08日,9947,16182,,
2022年06月09日,9942,16256,,
2022年06月10日,9934,16201,,
2022年06月13日,9887,16150,,
2022年06月14日,9866,16060,,
2022年06月15日,9835,16078,,
2022年06月16日,9875,16127,,
2022年06月17日,9874,16104,,
2022年06月20日,9858,16018,,
2022年06月21日,9852,15998,,
2022年06月22日,9853,16006,,
2022年06月23日,9869,16028,,
2022年06月24日,9871,16008,,
2022年06月27日,9849,16125,,
2022年06月28日,9842,16041,,
2022年06月29日,9854,16059,,
2022年06月30日,9870,16062,,
2022年07月01日,9887,16101,,
2022年07月04日,9879,16527,,
2022年07月05日,9867,16446,,
2022年07月06日,9877,16309,,
2022年07月07日,9879,16279,,
2022年07月08日,9868,16264,,
2022年07月11日,9857,16302,,
2022年07月12日,9857,16250,,
2022年07月13日,9873,16297,,
2022年07月14日,9877,16308,,
2022年07月15日,9890,16412,,
2022年07月19日,9873,16394,,
2022年07月20日,9866,16330,,
2022年07月21日,9876,16370,,
2022年07月22日,9900,16419,,
2022年07月25日,9911,16428,,
2022年07月26日,9922,16564,,
2022年07月27日,9930,16549,,
2022年07月28日,9917,16508,,
2022年07月29日,9934,16575,,
2022年08月01日,9920,16590,,
2022年08月02日,9944,17109,,
2022年08月03日,9929,17017,,
2022年08月04日,9943,16790,,
2022年08月05日,9958,16774,,
2022年08月08日,9956,16755,,
2022年08月09日,9969,16854,,
2022年08月10日,9959,16746,,
2022年08月12日,9961,16765,,
2022年08月15日,9959,16751,,
2022年08月16日,9978,16869,,
2022年08月17日,9976,16881,,
2022年08月18日,9958,16845,,
2022年08月19日,9964,16858,,
2022年08月22日,9932,16797,,
2022年08月23日,9926,16770,,
2022年08月24日,9923,16764,,
2022年08月25日,9913,16923,,
2022年08月26日,9920,16869,,
2022年08月29日,9892,16820,,
2022年08月30日,9901,16806,,
2022年08月31日,9910,16823,,
2022年09月01日,9892,16800,,
2022年09月02日,9875,17232,,
2022年09月05日,9888,17271,,
2022年09月06日,9878,16980,,
2022年09月07日,9853,16910,,
2022年09月08日,9856,16898,,
2022年09月09日,9844,16935,,
2022年09月12日,9855,16918,,
2022年09月13日,9886,16995,,
2022年09月14日,9892,17010,,
2022年09月15日,9857,17035,,
2022年09月16日,9843,17034,,
2022年09月20日,9835,17012,,
2022年09月21日,9827,16977,,
2022年09月22日,9841,16997,,
2022年09月26日,9806,16936,,
2022年09月27日,9778,17076,,
2022年09月28日,9773,16982,,
2022年09月29日,9800,16974,,
2022年09月30日,9804,16949,,
2022年10月03日,9831,16996,,
2022年10月04日,9846,17470,,
2022年10月05日,9846,17510,,
2022年10月06日,9839,17314,,
2022年10月07日,9828,17239,,
2022年10月11日,9794,17158,,
2022年10月12日,9780,17119,,
2022年10月13日,9775,17072,,
2022年10月14日,9777,17093,,
2022年10月17日,9755,17130,,
2022年10月18日,9752,17101,,
2022年10月19日,9747,17069,,
2022年10月20日,9727,17034,,
2022年10月21日,9701,16948,,
2022年10月24日,9678,16917,,
2022年10月25日,9703,17128,,
2022年10月26日,9714,17001,,
2022年10月27日,9758,16996,,
2022年10月28日,9780,17003,,
2022年10月31日,9793,17027,,
2022年11月01日,9771,16979,,
2022年11月02日,9762,17402,,
2022年11月04日,9740,17390,,
2022年11月07日,9735,17106,,
2022年11月08日,9721,17041,,
2022年11月09日,9758,17135,,
2022年11月10日,9761,17109,,
2022年11月11日,9802,17164,,
2022年11月14日,9776,17149,,
2022年11月15日,9790,17164,,
2022年11月16日,9794,17253,,
2022年11月17日,9808,17284,,
2022年11月18日,9797,17260,,
2022年11月21日,9789,17248,,
2022年11月22日,9787,17283,,
2022年11月24日,9789,17273,,
2022年11月25日,9765,17427,,
2022年11月28日,9761,17323,,
2022年11月29日,9742,17270,,
2022年11月30日,9745,17241,,
2022年12月01日,9752,17255,,
2022年12月02日,9759,17721,,
2022年12月05日,9754,17767,,
2022年12月06日,9745,17445,,
2022年12月07日,9757,17408,,
2022年12月08日,9768,17411,,
2022年12月09日,9784,17487,,
2022年12月12日,9769,17443,,
2022年12月13日,9774,17465,,
2022年12月14日,9785,17459,,
2022年12月15日,9766,17424,,
2022年12月16日,9752,17502,,
2022年12月19日,9731,17469,,
2022年12月20日,9673,17351,,
2022年12月21日,9657,17285,,
2022年12月22日,9680,17313,,
2022年12月23日,9677,17281,,
2022年12月26日,9661,17244,,
2022年12月27日,9645,17411,,
2022年12月28日,9630,17231,,
2022年12月29日,9605,17160,,
2022年12月30日,9616,17175,,
2023年01月04日,9594,17135,,
2023年01月05日,9612,17439,,
2023年01月06日,9621,17756,,
2023年01月10日,9590,17349,,
2023年01月11日,9596,17350,,
2023年01月12日,9555,17224,,
2023年01月13日,9557,17208,,
2023年01月16日,9579,17196,,
2023年01月17日,9576,17209,,
2023年01月18日,9611,17343,,
2023年01月19日,9624,17356,,
2023年01月20日,9644,17386,,
2023年01月23日,9670,17462,,
2023年01月24日,9663,17440,,
2023年01月25日,9652,17648,,
2023年01月26日,9645,17520,,
2023年01月27日,9602,17420,,
2023年01月30日,9602,17403,,
2023年01月31日,9588,17373,,
2023年02月01日,9614,17401,,
2023年02月02日,9636,17912,,
2023年02月03日,9654,18008,,
2023年02月06日,9638,17686,,
2023年02月07日,9631,17704,,
2023年02月08日,9634,17595,,
2023年02月09日,9631,17622,,
2023年02月10日,9619,17558,,
2023年02月13日,9637,17602,,
2023年02月14日,9644,17623,,
2023年02月15日,9652,17722,,
2023年02月16日,9640,17713,,
2023年02月17日,9628,17693,,
2023年02月20日,9623,17691,,
2023年02月21日,9617,17656,,
2023年02月22日,9625,17657,,
2023年02月24日,9644,17703,,
2023年02月27日,9646,17940,,
2023年02月28日,9695,17852,,
2023年03月01日,9697,17856,,
2023年03月02日,9677,18294,,
2023年03月03日,9673,18334,,
2023年03月06日,9667,18031,,
2023年03月07日,9668,18101,,
2023年03月08日,9660,17957,,
2023年03月09日,9643,17950,,
2023年03月10日,9697,18001,,
2023年03月13日,9755,18115,,
2023年03月14日,9850,18245,,
2023年03月15日,9795,18116,,
2023年03月16日,9823,18172,,
2023年03月17日,9812,18245,,
2023年03月20日,9857,18330,,
2023年03月22日,9805,18197,,
2023年03月23日,9815,18184,,
2023年03月24日,9820,18197,,
2023年03月27日,9810,18428,,
2023年03月28日,9835,18279,,
2023年03月29日,9865,18328,,
2023年03月30日,9850,18287,,
2023年03月31日,9830,18247,,
