年月日,基準価額(円),純資産総額（百万円）,分配金,決算期
2017年05月08日,17040,1924,,
2017年05月09日,17115,1928,,
2017年05月10日,17190,1904,,
2017年05月11日,17277,1909,,
2017年05月12日,17198,1902,,
2017年05月15日,17093,1881,,
2017年05月16日,17231,1896,,
2017年05月17日,17040,1874,,
2017年05月18日,16511,1812,,
2017年05月19日,16620,1810,,
2017年05月22日,16756,1831,,
2017年05月23日,16778,1838,,
2017年05月24日,16912,1856,,
2017年05月25日,16929,1860,,
2017年05月26日,17027,1885,,
2017年05月29日,16956,1875,,
2017年05月30日,16920,1870,,
2017年05月31日,16889,1866,,
2017年06月01日,16878,1865,,
2017年06月02日,17113,1890,,
2017年06月05日,16993,1875,,
2017年06月06日,16935,1869,,
2017年06月07日,16791,1850,,
2017年06月08日,16888,1859,,
2017年06月09日,16906,1862,,
2017年06月12日,16902,1857,,
2017年06月13日,16868,1855,,
2017年06月14日,16955,1865,,
2017年06月15日,16885,1859,,
2017年06月16日,17061,1879,,
2017年06月19日,17038,1884,,
2017年06月20日,17302,1910,,
2017年06月21日,17131,1892,,
2017年06月22日,17088,1886,,
2017年06月23日,17117,1878,,
2017年06月26日,17120,1880,,
2017年06月27日,17232,1893,,
2017年06月28日,17115,1875,,
2017年06月29日,17299,1898,,
2017年06月30日,17102,1878,,
2017年07月03日,17161,1889,,
2017年07月04日,17342,1913,,
2017年07月05日,17322,1915,,
2017年07月06日,17352,1918,,
2017年07月07日,17235,1907,,
2017年07月10日,17474,1931,,
2017年07月11日,17497,1936,,
2017年07月12日,17414,1932,,
2017年07月13日,17472,1918,,
2017年07月14日,17539,1928,,
2017年07月18日,17448,1919,,
2017年07月19日,17393,1916,,
2017年07月20日,17469,1918,,
2017年07月21日,17499,1922,,
2017年07月24日,17304,1902,,
2017年07月25日,17371,1912,,
2017年07月26日,17500,1931,,
2017年07月27日,17348,1926,,
2017年07月28日,17359,1929,,
2017年07月31日,17223,1916,,
2017年08月01日,17202,1919,,
2017年08月02日,17264,1923,,
2017年08月03日,17326,1929,,
2017年08月04日,17175,1914,,
2017年08月07日,17307,1922,,
2017年08月08日,17349,1931,,
2017年08月09日,17194,1917,,
2017年08月10日,17220,1934,,
2017年08月14日,16883,1901,,
2017年08月15日,17170,1934,,
2017年08月16日,17245,1932,,
2017年08月17日,17167,1931,,
2017年08月18日,16828,1899,,
2017年08月21日,16775,1897,,
2017年08月22日,16764,1904,,
2017年08月23日,17019,1945,,
2017年08月24日,16873,1932,,
2017年08月25日,16937,1953,,
2017年08月28日,16865,1952,,
2017年08月29日,16822,1946,,
2017年08月30日,17007,1975,,
2017年08月31日,17168,1995,,
2017年09月01日,17224,1990,,
2017年09月04日,17202,2007,,
2017年09月05日,17175,2005,,
2017年09月06日,16899,1973,,
2017年09月07日,17038,1991,,
2017年09月08日,16914,2002,,
2017年09月11日,16891,2000,,
2017年09月12日,17245,2046,,
2017年09月13日,17402,2068,,
2017年09月14日,17490,2078,,
2017年09月15日,17414,2073,,
2017年09月19日,17672,2093,,
2017年09月20日,17716,2096,,
2017年09月21日,17869,2115,,
2017年09月22日,17770,2095,,
2017年09月25日,17816,2067,,
2017年09月26日,17627,2039,,
2017年09月27日,17760,2058,,
2017年09月28日,17917,2077,,
2017年09月29日,17901,2077,,
2017年10月02日,17974,2083,,
2017年10月03日,18077,2098,,
2017年10月04日,18060,2116,,
2017年10月05日,18116,2123,,
2017年10月06日,18235,2115,,
2017年10月10日,18161,2103,,
2017年10月11日,18135,2104,,
2017年10月12日,18182,2137,,
2017年10月13日,18131,2133,,
2017年10月16日,18117,2131,,
2017年10月17日,18171,2139,,
2017年10月18日,18177,2170,,
2017年10月19日,18319,2186,,
2017年10月20日,18290,2183,,
2017年10月23日,18562,2244,,
2017年10月24日,18406,2201,,
2017年10月25日,18521,2243,,
2017年10月26日,18381,2246,,
2017年10月27日,18497,2271,,
2017年10月30日,18582,2281,,
2017年10月31日,18417,2263,,
2017年11月01日,18551,2284,,
2017年11月02日,18612,2295,,
2017年11月06日,18731,2316,,
2017年11月07日,18657,2307,,
2017年11月08日,18652,2315,,
2017年11月09日,18732,2334,,
2017年11月10日,18554,2281,,
2017年11月13日,18588,2265,,
2017年11月14日,18605,2265,,
2017年11月15日,18538,2259,,
2017年11月16日,18372,2242,,
2017年11月17日,18508,2257,,
2017年11月20日,18330,2236,,
2017年11月21日,18435,2251,,
2017年11月22日,18507,2283,,
2017年11月24日,18346,2265,,
2017年11月27日,18414,2277,,
2017年11月28日,18301,2264,,
2017年11月29日,18583,2302,,
2017年11月30日,18641,2314,,
2017年12月01日,18878,2346,,
2017年12月04日,18881,2349,,
2017年12月05日,18813,2344,,
2017年12月06日,18743,2350,,
2017年12月07日,18752,2334,,
2017年12月08日,18938,2364,,
2017年12月11日,19100,2384,,
2017年12月12日,19153,2384,,
2017年12月13日,19155,2386,,
2017年12月14日,19046,2366,,
2017年12月15日,18905,2354,,
2017年12月18日,19124,2385,,
2017年12月19日,19218,2399,,
2017年12月20日,19192,2384,,
2017年12月21日,19225,2390,,
2017年12月22日,19295,2402,,
2017年12月25日,19258,2395,,
2017年12月26日,19284,2397,,
2017年12月27日,19264,2395,,
2017年12月28日,19288,2416,,
2017年12月29日,19242,2418,,
2018年01月04日,19381,2439,,
2018年01月05日,19479,2453,,
2018年01月09日,19697,2509,,
2018年01月10日,19619,2512,,
2018年01月11日,19419,2506,,
2018年01月12日,19512,2539,,
2018年01月15日,19579,2559,,
2018年01月16日,19568,2566,,
2018年01月17日,19411,2545,,
2018年01月18日,19773,2605,,
2018年01月19日,19705,2607,,
2018年01月22日,19726,2598,,
2018年01月23日,19921,2633,,
2018年01月24日,19842,2631,,
2018年01月25日,19694,2619,,
2018年01月26日,19750,2627,,
2018年01月29日,19783,2644,,
2018年01月30日,19715,2636,,
2018年01月31日,19461,2615,,
2018年02月01日,19574,2632,,
2018年02月02日,19586,2660,,
2018年02月05日,19236,2615,,
2018年02月06日,18306,2488,,
2018年02月07日,18713,2579,,
2018年02月08日,18598,2506,,
2018年02月09日,17833,2408,,
2018年02月13日,18321,2483,,
2018年02月14日,18227,2467,,
2018年02月15日,18307,2478,,
2018年02月16日,18434,2501,,
2018年02月19日,18440,2507,,
2018年02月20日,18524,2534,,
2018年02月21日,18538,2536,,
2018年02月22日,18441,2530,,
2018年02月23日,18380,2524,,
2018年02月26日,18651,2562,,
2018年02月27日,18854,2590,,
2018年02月28日,18711,2571,,
2018年03月01日,18396,2531,,
2018年03月02日,18083,2493,,
2018年03月05日,18058,2494,,
2018年03月06日,18379,2539,,
2018年03月07日,18322,2533,,
2018年03月08日,18401,2546,,
2018年03月09日,18591,2582,,
2018年03月12日,18943,2632,,
2018年03月13日,18825,2617,,
2018年03月14日,18762,2610,,
2018年03月15日,18552,2591,,
2018年03月16日,18574,2594,,
2018年03月19日,18530,2582,,
2018年03月20日,18318,2549,,
2018年03月22日,18230,2536,,
2018年03月23日,17653,2458,,
2018年03月26日,17294,2410,,
2018年03月27日,17862,2491,,
2018年03月28日,17540,2453,,
2018年03月29日,17722,2484,,
2018年03月30日,17861,2507,,
2018年04月02日,17871,2507,,
2018年04月03日,17390,2440,,
2018年04月04日,17725,2492,,
2018年04月05日,17974,2525,,
2018年04月06日,18161,2554,,
2018年04月09日,17712,2493,,
2018年04月10日,17766,2503,,
2018年04月11日,18107,2558,,
2018年04月12日,17977,2543,,
2018年04月13日,18215,2576,,
2018年04月16日,18175,2575,,
2018年04月17日,18252,2593,,
2018年04月18日,18466,2626,,
2018年04月19日,18524,2635,,
2018年04月20日,18423,2625,,
2018年04月23日,18329,2613,,
2018年04月24日,18484,2639,,
2018年04月25日,18262,2607,,
2018年04月26日,18389,2625,,
2018年04月27日,18562,2651,,
2018年05月01日,18438,2638,,
2018年05月02日,18563,2655,0.00,5
2018年05月07日,18471,2647,,
2018年05月08日,18530,2658,,
2018年05月09日,18589,2673,,
2018年05月10日,18886,2715,,
2018年05月11日,18974,2728,,
2018年05月14日,18981,2705,,
2018年05月15日,19079,2718,,
2018年05月16日,19042,2716,,
2018年05月17日,19131,2727,,
2018年05月18日,19222,2736,,
2018年05月21日,19199,2730,,
2018年05月22日,19315,2749,,
2018年05月23日,19250,2748,,
2018年05月24日,19098,2716,,
2018年05月25日,19045,2710,,
2018年05月28日,18982,2702,,
2018年05月29日,18934,2694,,
2018年05月30日,18582,2644,,
2018年05月31日,18877,2698,,
2018年06月01日,18794,2686,,
2018年06月04日,19108,2728,,
2018年06月05日,19241,2746,,
2018年06月06日,19242,2762,,
2018年06月07日,19462,2798,,
2018年06月08日,19399,2786,,
2018年06月11日,19371,2774,,
2018年06月12日,19569,2800,,
2018年06月13日,19616,2811,,
2018年06月14日,19523,2798,,
2018年06月15日,19639,2800,,
2018年06月18日,19591,2788,,
2018年06月19日,19474,2756,,
2018年06月20日,19392,2744,,
2018年06月21日,19492,2758,,
2018年06月22日,19291,2735,,
2018年06月25日,19267,2755,,
2018年06月26日,18988,2723,,
2018年06月27日,19078,2742,,
2018年06月28日,18944,2726,,
2018年06月29日,19143,2763,,
2018年07月02日,19212,2797,,
2018年07月03日,19278,2809,,
2018年07月04日,19103,2789,,
2018年07月05日,19113,2792,,
2018年07月06日,19328,2823,,
2018年07月09日,19434,2839,,
2018年07月10日,19716,2875,,
2018年07月11日,19764,2885,,
2018年07月12日,19838,2880,,
2018年07月13日,20112,2898,,
2018年07月17日,20068,2891,,
2018年07月18日,20251,2902,,
2018年07月19日,20250,2873,,
2018年07月20日,20139,2841,,
2018年07月23日,19822,2789,,
2018年07月24日,19914,2800,,
2018年07月25日,20018,2833,,
2018年07月26日,20097,2856,,
2018年07月27日,20100,2862,,
2018年07月30日,19970,2847,,
2018年07月31日,19842,2826,,
2018年08月01日,20094,2864,,
2018年08月02日,20046,2856,,
2018年08月03日,20155,2857,,
2018年08月06日,20144,2876,,
2018年08月07日,20235,2891,,
2018年08月08日,20315,2907,,
2018年08月09日,20211,2886,,
2018年08月10日,20194,2876,,
2018年08月13日,19988,2847,,
2018年08月14日,19960,2843,,
2018年08月15日,20197,2880,,
2018年08月16日,19898,2842,,
2018年08月17日,20117,2875,,
2018年08月20日,20122,2880,,
2018年08月21日,20052,2869,,
2018年08月22日,20139,2887,,
2018年08月23日,20243,2883,,
2018年08月24日,20340,2902,,
2018年08月27日,20408,2910,,
2018年08月28日,20572,2927,,
2018年08月29日,20578,2934,,
2018年08月30日,20790,2952,,
2018年08月31日,20574,2923,,
2018年09月03日,20571,2925,,
2018年09月04日,20587,2930,,
2018年09月05日,20633,2936,,
2018年09月06日,20531,2933,,
2018年09月07日,20336,2905,,
2018年09月10日,20362,2895,,
2018年09月11日,20502,2913,,
2018年09月12日,20593,2930,,
2018年09月13日,20567,2927,,
2018年09月14日,20809,2964,,
2018年09月18日,20653,2949,,
2018年09月19日,20853,2969,,
2018年09月20日,20883,2975,,
2018年09月21日,21101,2984,,
2018年09月25日,21085,2984,,
2018年09月26日,21046,2979,,
2018年09月27日,20967,2938,,
2018年09月28日,21151,2964,,
2018年10月01日,21209,2978,,
2018年10月02日,21303,2995,,
2018年10月03日,21224,2996,,
2018年10月04日,21389,3017,,
2018年10月05日,21177,2993,,
2018年10月09日,20836,2952,,
2018年10月10日,20827,2942,,
2018年10月11日,20042,2833,,
2018年10月12日,19596,2775,,
2018年10月15日,19826,2814,,
2018年10月16日,19698,2816,,
2018年10月17日,20219,2906,,
2018年10月18日,20266,2960,,
2018年10月19日,19925,2938,,
2018年10月22日,19929,2948,,
2018年10月23日,19903,2948,,
2018年10月24日,19733,2940,,
2018年10月25日,19060,2845,,
2018年10月26日,19481,2907,,
2018年10月29日,19047,2845,,
2018年10月30日,19034,2843,,
2018年10月31日,19462,2905,,
2018年11月01日,19587,2926,,
2018年11月02日,19789,2963,,
2018年11月05日,19742,2958,,
2018年11月06日,19861,2980,,
2018年11月07日,19960,2998,,
2018年11月08日,20467,3075,,
2018年11月09日,20494,3086,,
2018年11月12日,20295,3048,,
2018年11月13日,19859,2989,,
2018年11月14日,19878,2991,,
2018年11月15日,19697,2966,,
2018年11月16日,19889,2990,,
2018年11月19日,19785,2978,,
2018年11月20日,19451,2930,,
2018年11月21日,19137,2886,,
2018年11月22日,19227,2903,,
2018年11月26日,19102,2888,,
2018年11月27日,19473,2944,,
2018年11月28日,19582,2974,,
2018年11月29日,20012,3044,,
2018年11月30日,19941,3034,,
2018年12月03日,20110,3062,,
2018年12月04日,20348,3093,,
2018年12月05日,19582,2974,,
2018年12月06日,19592,2975,,
2018年12月07日,19515,2963,,
2018年12月10日,19023,2887,,
2018年12月11日,19151,2909,,
2018年12月12日,19227,2923,,
2018年12月13日,19310,2936,,
2018年12月14日,19324,2948,,
2018年12月17日,18953,2891,,
2018年12月18日,18451,2814,,
2018年12月19日,18401,2787,,
2018年12月20日,18140,2749,,
2018年12月21日,17634,2672,,
2018年12月25日,16638,2513,,
2018年12月26日,16730,2499,,
2018年12月27日,17615,2631,,
2018年12月28日,17762,2657,,
2019年01月04日,16948,2585,,
2019年01月07日,17670,2698,,
2019年01月08日,17833,2730,,
2019年01月09日,17994,2761,,
2019年01月10日,17991,2764,,
2019年01月11日,18107,2789,,
2019年01月15日,17996,2714,,
2019年01月16日,18197,2746,,
2019年01月17日,18333,2778,,
2019年01月18日,18538,2811,,
2019年01月21日,18831,2857,,
2019年01月22日,18834,2859,,
2019年01月23日,18552,2817,,
2019年01月24日,18586,2824,,
2019年01月25日,18643,2835,,
2019年01月28日,18735,2848,,
2019年01月29日,18557,2824,,
2019年01月30日,18572,2831,,
2019年01月31日,18787,2866,,
2019年02月01日,18943,2890,,
2019年02月04日,19055,2907,,
2019年02月05日,19276,2943,,
2019年02月06日,19324,2954,,
2019年02月07日,19313,2952,,
2019年02月08日,19115,2907,,
2019年02月12日,19269,2932,,
2019年02月13日,19517,2971,,
2019年02月14日,19650,2999,,
2019年02月15日,19511,2973,,
2019年02月18日,19747,3009,,
2019年02月19日,19745,2999,,
2019年02月20日,19812,3009,,
2019年02月21日,19841,2942,,
2019年02月22日,19792,2931,,
2019年02月25日,19906,2938,,
2019年02月26日,19978,2935,,
2019年02月27日,19887,2915,,
2019年02月28日,19928,2917,,
2019年03月01日,20006,2927,,
2019年03月04日,20235,2957,,
2019年03月05日,20131,2941,,
2019年03月06日,20075,2954,,
2019年03月07日,19935,2929,,
2019年03月08日,19759,2904,,
2019年03月11日,19608,2879,,
2019年03月12日,19986,2918,,
2019年03月13日,20023,2924,,
2019年03月14日,20162,2948,,
2019年03月15日,20269,2965,,
2019年03月18日,20293,2968,,
2019年03月19日,20328,2969,,
2019年03月20日,20396,2972,,
2019年03月22日,20373,2949,,
2019年03月25日,19840,2871,,
2019年03月26日,19876,2868,,
2019年03月27日,20079,2895,,
2019年03月28日,19950,2880,,
2019年03月29日,20142,2916,,
2019年04月01日,20294,2938,,
2019年04月02日,20588,2983,,
2019年04月03日,20608,2978,,
2019年04月04日,20648,2984,,
2019年04月05日,20748,2986,,
2019年04月08日,20773,2958,,
2019年04月09日,20792,2948,,
2019年04月10日,20643,2914,,
2019年04月11日,20694,2898,,
2019年04月12日,20821,2904,,
2019年04月15日,20998,2953,,
2019年04月16日,20979,2955,,
2019年04月17日,21021,2960,,
2019年04月18日,20947,2948,,
2019年04月19日,20986,2951,,
2019年04月22日,20982,2949,,
2019年04月23日,20979,2949,,
2019年04月24日,21176,2977,,
2019年04月25日,21193,2949,,
2019年04月26日,21099,2924,,
2019年05月07日,20938,2893,0.00,6
2019年05月08日,20492,2831,,
2019年05月09日,20431,2828,,
2019年05月10日,20347,2825,,
2019年05月13日,20414,2820,,
2019年05月14日,19853,2747,,
2019年05月15日,20063,2783,,
2019年05月16日,20161,2807,,
2019年05月17日,20426,2857,,
2019年05月20日,20341,2848,,
2019年05月21日,20208,2833,,
2019年05月22日,20446,2869,,
2019年05月23日,20343,2857,,
2019年05月24日,19999,2814,,
2019年05月27日,20002,2818,,
2019年05月28日,20014,2818,,
2019年05月29日,19778,2785,,
2019年05月30日,19712,2777,,
2019年05月31日,19709,2778,,
2019年06月03日,19285,2717,,
2019年06月04日,19147,2726,,
2019年06月05日,19604,2788,,
2019年06月06日,19821,2825,,
2019年06月07日,19974,2862,,
2019年06月10日,20174,2895,,
2019年06月11日,20263,2910,,
2019年06月12日,20274,2923,,
2019年06月13日,20214,2917,,
2019年06月14日,20291,2919,,
2019年06月17日,20307,2911,,
2019年06月18日,20298,2911,,
2019年06月19日,20474,2927,,
2019年06月20日,20392,2917,,
2019年06月21日,20508,2937,,
2019年06月24日,20481,2942,,
2019年06月25日,20434,2940,,
2019年06月26日,20250,2915,,
2019年06月27日,20298,2925,,
2019年06月28日,20393,2935,,
2019年07月01日,20579,2966,,
2019年07月02日,20798,3002,,
2019年07月03日,20711,3018,,
2019年07月04日,20888,3050,,
2019年07月05日,20907,3053,,
2019年07月08日,21002,3067,,
2019年07月09日,20959,3010,,
2019年07月10日,21017,3016,,
2019年07月11日,20957,3003,,
2019年07月12日,21059,3024,,
2019年07月16日,21054,3022,,
2019年07月17日,21050,3013,,
2019年07月18日,20821,2964,,
2019年07月19日,20846,2964,,
2019年07月22日,20807,2952,,
2019年07月23日,20867,2963,,
2019年07月24日,21047,2987,,
2019年07月25日,21150,3002,,
2019年07月26日,21149,3001,,
2019年07月29日,21235,2980,,
2019年07月30日,21282,2985,,
2019年07月31日,21182,2970,,
2019年08月01日,21076,2959,,
2019年08月02日,20483,2872,,
2019年08月05日,20183,2835,,
2019年08月06日,19489,2745,,
2019年08月07日,19805,2791,,
2019年08月08日,19813,2821,,
2019年08月09日,20172,2885,,
2019年08月13日,19698,2823,,
2019年08月14日,20168,2899,,
2019年08月15日,19515,2822,,
2019年08月16日,19583,2825,,
2019年08月19日,19918,2895,,
2019年08月20日,20200,2937,,
2019年08月21日,19991,2909,,
2019年08月22日,20200,2955,,
2019年08月23日,20200,2952,,
2019年08月26日,19398,2837,,
2019年08月27日,19749,2887,,
2019年08月28日,19656,2884,,
2019年08月29日,19841,2909,,
2019年08月30日,20174,2961,,
2019年09月02日,20113,2951,,
2019年09月03日,20149,2949,,
2019年09月04日,19949,2920,,
2019年09月05日,20265,2971,,
2019年09月06日,20649,3025,,
2019年09月09日,20639,3022,,
2019年09月10日,20744,3028,,
2019年09月11日,20782,3022,,
2019年09月12日,21014,3052,,
2019年09月13日,21111,3069,,
2019年09月17日,21024,3053,,
2019年09月18日,21077,3053,,
2019年09月19日,21135,3054,,
2019年09月20日,21060,3045,,
2019年09月24日,20882,3017,,
2019年09月25日,20596,2977,,
2019年09月26日,20831,3001,,
2019年09月27日,20811,2993,,
2019年09月30日,20715,2978,,
2019年10月01日,20872,3001,,
2019年10月02日,20530,2953,,
2019年10月03日,20048,2885,,
2019年10月04日,20170,2898,,
2019年10月07日,20419,2952,,
2019年10月08日,20451,2969,,
2019年10月09日,20089,2921,,
2019年10月10日,20323,2957,,
2019年10月11日,20606,3009,,
2019年10月15日,20847,3052,,
2019年10月16日,21109,3092,,
2019年10月17日,21070,3081,,
2019年10月18日,21122,3079,,
2019年10月21日,20994,3022,,
2019年10月23日,21049,3021,,
2019年10月24日,21162,3026,,
2019年10月25日,21211,3031,,
2019年10月28日,21306,3046,,
2019年10月29日,21464,3071,,
2019年10月30日,21432,3061,,
2019年10月31日,21501,3076,,
2019年11月01日,21270,3044,,
2019年11月05日,21709,3103,,
2019年11月06日,21743,3108,,
2019年11月07日,21722,3095,,
2019年11月08日,21890,3108,,
2019年11月11日,21892,3103,,
2019年11月12日,21858,3089,,
2019年11月13日,21847,3084,,
2019年11月14日,21834,3083,,
2019年11月15日,21827,3081,,
2019年11月18日,22028,3112,,
2019年11月19日,21983,3104,,
2019年11月20日,21990,3116,,
2019年11月21日,21871,3107,,
2019年11月22日,21894,3087,,
2019年11月25日,21964,3101,,
2019年11月26日,22180,3131,,
2019年11月27日,22240,3142,,
2019年11月28日,22398,3123,,
2019年11月29日,22432,3106,,
2019年12月02日,22372,3098,,
2019年12月03日,22079,3048,,
2019年12月04日,21809,3016,,
2019年12月05日,22010,3044,,
2019年12月06日,22038,3056,,
2019年12月09日,22190,3080,,
2019年12月10日,22138,3081,,
2019年12月11日,22137,3108,,
2019年12月12日,22142,3115,,
2019年12月13日,22541,3176,,
2019年12月16日,22522,3193,,
2019年12月17日,22691,3198,,
2019年12月18日,22689,3198,,
2019年12月19日,22727,3207,,
2019年12月20日,22763,3227,,
2019年12月23日,22876,3235,,
2019年12月24日,22902,3228,,
2019年12月25日,22880,3229,,
2019年12月26日,22928,3235,,
2019年12月27日,23066,3254,,
2019年12月30日,23036,3247,,
2020年01月06日,22700,3275,,
2020年01月07日,22858,3317,,
2020年01月08日,22669,3300,,
2020年01月09日,23076,3378,,
2020年01月10日,23300,3393,,
2020年01月14日,23520,3430,,
2020年01月15日,23439,3391,,
2020年01月16日,23491,3413,,
2020年01月17日,23767,3431,,
2020年01月20日,23815,3432,,
2020年01月21日,23825,3440,,
2020年01月22日,23703,3422,,
2020年01月23日,23667,3433,,
2020年01月24日,23668,3442,,
2020年01月27日,23342,3400,,
2020年01月28日,22928,3340,,
2020年01月29日,23214,3362,,
2020年01月30日,23183,3356,,
2020年01月31日,23263,3368,,
2020年02月03日,22740,3298,,
2020年02月04日,22920,3326,,
2020年02月05日,23446,3447,,
2020年02月06日,23787,3516,,
2020年02月07日,23891,3547,,
2020年02月10日,23707,3526,,
2020年02月12日,23962,3593,,
2020年02月13日,24126,3639,,
2020年02月14日,24092,3648,,
2020年02月17日,24106,3621,,
2020年02月18日,24119,3624,,
2020年02月19日,24079,3618,,
2020年02月20日,24483,3681,,
2020年02月21日,24564,3697,,
2020年02月25日,23266,3500,,
2020年02月26日,22459,3382,,
2020年02月27日,22374,3439,,
2020年02月28日,21215,3327,,
2020年03月02日,20698,3265,,
2020年03月03日,21824,3483,,
2020年03月04日,21020,3431,,
2020年03月05日,21976,3648,,
2020年03月06日,20969,3521,,
2020年03月09日,19808,3357,,
2020年03月10日,18455,3167,,
2020年03月11日,19747,3360,,
2020年03月12日,18744,3238,,
2020年03月13日,17035,2976,,
2020年03月16日,18874,3318,,
2020年03月17日,16672,2951,,
2020年03月18日,17832,3190,,
2020年03月19日,17104,3048,,
2020年03月23日,16673,3005,,
2020年03月24日,16180,2932,,
2020年03月25日,17765,3246,,
2020年03月26日,17912,3299,,
2020年03月27日,18671,3515,,
2020年03月30日,17887,3375,,
2020年03月31日,18643,3543,,
2020年04月01日,18157,3434,,
2020年04月02日,17341,3298,,
2020年04月03日,17838,3405,,
2020年04月06日,17727,3388,,
2020年04月07日,18917,3621,,
2020年04月08日,18851,3611,,
2020年04月09日,19563,3768,,
2020年04月10日,19772,3840,,
2020年04月13日,19703,3881,,
2020年04月14日,19410,3823,,
2020年04月15日,19907,3924,,
2020年04月16日,19571,3875,,
2020年04月17日,19715,3905,,
2020年04月20日,20223,4013,,
2020年04月21日,19856,3934,,
2020年04月22日,19273,3823,,
2020年04月23日,19695,3897,,
2020年04月24日,19672,3908,,
2020年04月27日,19917,3954,,
2020年04月28日,20156,3993,,
2020年04月30日,20481,4057,,
2020年05月01日,20355,4032,,
2020年05月07日,19765,3917,0.00,7
2020年05月08日,20010,3972,,
2020年05月11日,20447,4059,,
2020年05月12日,20553,4089,,
2020年05月13日,20077,4002,,
2020年05月14日,19696,3935,,
2020年05月15日,20034,4002,,
2020年05月18日,20075,4015,,
2020年05月19日,20724,4146,,
2020年05月20日,20631,4132,,
2020年05月21日,20938,4164,,
2020年05月22日,20785,4142,,
2020年05月25日,20807,4148,,
2020年05月26日,20830,4158,,
2020年05月27日,21042,4200,,
2020年05月28日,21428,4281,,
2020年05月29日,21309,4271,,
2020年06月01日,21435,4316,,
2020年06月02日,21507,4320,,
2020年06月03日,21909,4415,,
2020年06月04日,22232,4475,,
2020年06月05日,22201,4453,,
2020年06月08日,22857,4560,,
2020年06月09日,22841,4541,,
2020年06月10日,22612,4484,,
2020年06月11日,22316,4359,,
2020年06月12日,20965,4099,,
2020年06月15日,21334,4135,,
2020年06月16日,21536,4176,,
2020年06月17日,21951,4282,,
2020年06月18日,21738,4251,,
2020年06月19日,21789,4239,,
2020年06月22日,21620,4211,,
2020年06月23日,21812,4249,,
2020年06月24日,21810,4257,,
2020年06月25日,21373,4175,,
2020年06月26日,21607,4211,,
2020年06月29日,21121,4122,,
2020年06月30日,21532,4202,,
2020年07月01日,21888,4280,,
2020年07月02日,21908,4295,,
2020年07月03日,22032,4308,,
2020年07月06日,22053,4303,,
2020年07月07日,22315,4354,,
2020年07月08日,22167,4314,,
2020年07月09日,22252,4337,,
2020年07月10日,22103,4313,,
2020年07月13日,22263,4330,,
2020年07月14日,22155,4306,,
2020年07月15日,22447,4349,,
2020年07月16日,22590,4381,,
2020年07月17日,22573,4388,,
2020年07月20日,22689,4404,,
2020年07月21日,22817,4429,,
2020年07月22日,22781,4421,,
2020年07月27日,22269,4315,,
2020年07月28日,22330,4312,,
2020年07月29日,22151,4288,,
2020年07月30日,22405,4346,,
2020年07月31日,22225,4321,,
2020年08月03日,22723,4418,,
2020年08月04日,22880,4448,,
2020年08月05日,22850,4457,,
2020年08月06日,22975,4470,,
2020年08月07日,23147,4495,,
2020年08月11日,23358,4542,,
2020年08月12日,23251,4526,,
2020年08月13日,23602,4597,,
2020年08月14日,23621,4608,,
2020年08月17日,23524,4583,,
2020年08月18日,23439,4558,,
2020年08月19日,23349,4527,,
2020年08月20日,23452,4542,,
2020年08月21日,23438,4547,,
2020年08月24日,23541,4539,,
2020年08月25日,23829,4600,,
2020年08月26日,24010,4612,,
2020年08月27日,24132,4646,,
2020年08月28日,24349,4742,,
2020年08月31日,24206,4691,,
2020年09月01日,24242,4697,,
2020年09月02日,24498,4743,,
2020年09月03日,24905,4829,,
2020年09月04日,24031,4658,,
2020年09月07日,23880,4641,,
2020年09月08日,23869,4655,,
2020年09月09日,23159,4516,,
2020年09月10日,23655,4627,,
2020年09月11日,23236,4551,,
2020年09月14日,23251,4584,,
2020年09月15日,23456,4635,,
2020年09月16日,23495,4658,,
2020年09月17日,23333,4637,,
2020年09月18日,23085,4609,,
2020年09月23日,22855,4573,,
2020年09月24日,22386,4475,,
2020年09月25日,22466,4523,,
2020年09月28日,22780,4620,,
2020年09月29日,23153,4719,,
2020年09月30日,23124,4741,,
2020年10月01日,23244,4768,,
2020年10月02日,23395,4813,,
2020年10月05日,23183,4772,,
2020年10月06日,23596,4874,,
2020年10月07日,23271,4812,,
2020年10月08日,23754,4911,,
2020年10月09日,23944,4948,,
2020年10月12日,24079,4971,,
2020年10月13日,24395,5064,,
2020年10月14日,24255,5032,,
2020年10月15日,24067,4967,,
2020年10月16日,24060,4984,,
2020年10月19日,24047,4955,,
2020年10月20日,23733,4893,,
2020年10月21日,23785,4908,,
2020年10月22日,23567,4870,,
2020年10月23日,23713,4899,,
2020年10月26日,23786,4921,,
2020年10月27日,23381,4837,,
2020年10月28日,23223,4798,,
2020年10月29日,22438,4654,,
2020年10月30日,22700,4707,,
2020年11月02日,22498,4695,,
2020年11月04日,23112,4867,,
2020年11月05日,23559,4999,,
2020年11月06日,23880,5081,,
2020年11月09日,23797,5056,,
2020年11月10日,24522,5196,,
2020年11月11日,24476,5143,,
2020年11月12日,24715,5148,,
2020年11月13日,24380,5037,,
2020年11月16日,24640,5054,,
2020年11月17日,24894,5069,,
2020年11月18日,24675,5008,,
2020年11月19日,24327,4923,,
2020年11月20日,24427,4918,,
2020年11月24日,24572,4938,,
2020年11月25日,24942,5021,,
2020年11月26日,24871,5009,,
2020年11月27日,24825,4997,,
2020年11月30日,24830,4998,,
2020年12月01日,24805,5002,,
